domain	intent	utterance	bio
Wikipedia	SearchQuery	encuentra geschwister-scholl-preis en wiki	o b-query o o
Wikipedia	SearchQuery	encuentra educación informal en wiki	o b-query i-query o o
Wikipedia	SearchQuery	encuentra exploración espacial en wiki	o b-query i-query o o
Wikipedia	SearchQuery	encuentra universos paralelos en wiki	o b-query i-query o o
Wikipedia	SearchQuery	encuentra coronavirus en wiki	o b-query o o
Wikipedia	SearchQuery	encuentra francia de ultramar en wiki	o b-query i-query i-query o o
Wikipedia	SearchQuery	encuentra playa de la malvarrosa en wiki	o b-query i-query i-query i-query o o
Wikipedia	SearchQuery	encuentra transilvania en wiki	o b-query o o
Wikipedia	SearchQuery	encuentra linkin park en wiki	o b-query i-query o o
Wikipedia	SearchQuery	encuentra contaminación interplanetaria en wiki	o b-query i-query o o
Wikipedia	SearchQuery	encuentra wikilibro guaraní en wiki	o b-query i-query o o
Wikipedia	SearchQuery	encuentra espacio-tiempo en wiki	o b-query o o
Wikipedia	SearchQuery	encuentra barrio del progreso en wiki	o b-query i-query i-query o o
Wikipedia	SearchQuery	encuentra 9 de mayo en wikipedia	o b-query i-query i-query o o
Wikipedia	SearchQuery	encuentra avatar en wikipedia	o b-query o o
Wikipedia	SearchQuery	encuentra juan carlos jobet eluchans en wikipedia	o b-query i-query i-query i-query o o
Wikipedia	SearchQuery	encuentra rodrigo pérez mackenna en wikipedia	o b-query i-query i-query o o
Wikipedia	SearchQuery	encuentra john titor en wikipedia	o b-query i-query o o
Wikipedia	SearchQuery	encuentra red hot chili peppers en wikipedia	o b-query i-query i-query i-query o o
Wikipedia	SearchQuery	encuentra escala ditónica en wikipedia	o b-query i-query o o
Wikipedia	SearchQuery	encuentra sebastián piñera echenique en wikipedia	o b-query i-query i-query o o
Wikipedia	SearchQuery	encuentra educación formal en wikipedia	o b-query i-query o o
Wikipedia	SearchQuery	encuentra voto programático colombia en wikipedia	o b-query i-query i-query o o
Wikipedia	SearchQuery	encuentra escala hexatónica en wikipedia	o b-query i-query o o
Wikipedia	SearchQuery	encuentra experimento filadelfia en wikipedia	o b-query i-query o o
Wikipedia	SearchQuery	encuentra proyecto montauk en wikipedia	o b-query i-query o o
Wikipedia	SearchQuery	encuentra estructura causal en wikipedia	o b-query i-query o o
Wikipedia	SearchQuery	encuentra manchester city en wikipedia	o b-query i-query o o
Wikipedia	SearchQuery	cristián larroulet vignau en wiki	b-query i-query i-query o o
Wikipedia	SearchQuery	retrocausalidad en wiki	b-query o o
Wikipedia	SearchQuery	yucatán en wiki	b-query o o
Wikipedia	SearchQuery	san bernardino en wiki	b-query i-query o o
Wikipedia	SearchQuery	jesse jane en wiki	b-query i-query o o
Wikipedia	SearchQuery	liverpool en wiki	b-query o o
Wikipedia	SearchQuery	adx florence en wiki	b-query i-query o o
Wikipedia	SearchQuery	política de cantabria en wiki	b-query i-query i-query o o
Wikipedia	SearchQuery	playas de la comunidad valenciana en wiki	b-query i-query i-query i-query i-query o o
Wikipedia	SearchQuery	separación del cristianismo primitivo del judaísmo en wiki	b-query i-query i-query i-query i-query i-query o o
Wikipedia	SearchQuery	proyecto río verde en wiki	b-query i-query i-query o o
Wikipedia	SearchQuery	real madrid en wiki	b-query i-query o o
Wikipedia	SearchQuery	satélite artificial en wiki	b-query i-query o o
Wikipedia	SearchQuery	escala monotónica en wikipedia	b-query i-query o o
Wikipedia	SearchQuery	academia de la lengua guaraní en wikipedia	b-query i-query i-query i-query i-query o o
Wikipedia	SearchQuery	disneyland en wikipedia	b-query o o
Wikipedia	SearchQuery	seyé en wikipedia	b-query o o
Wikipedia	SearchQuery	educación permanente en wikipedia	b-query i-query o o
Wikipedia	SearchQuery	9 de julio en wikipedia	b-query i-query i-query o o
Wikipedia	SearchQuery	escala tritónica en wikipedia	b-query i-query o o
Wikipedia	SearchQuery	sergéi krásnikov en wikipedia	b-query i-query o o
Wikipedia	SearchQuery	comboios de portugal en wikipedia	b-query i-query i-query o o
Wikipedia	SearchQuery	the girl with the dragon tattoo en wikipedia	b-query i-query i-query i-query i-query i-query o o
Wikipedia	SearchQuery	parthenon en wikipedia	b-query o o
Wikipedia	SearchQuery	nano editor de texto en wikipedia	b-query i-query i-query i-query o o
Wikipedia	SearchQuery	australia en wikipedia	b-query o o
Wikipedia	SearchQuery	star wars en wikipedia	b-query i-query o o
Wikipedia	SearchQuery	selenografía en wikipedia	b-query o o
Wikipedia	ScrollDown	hacia abajo	o o
Wikipedia	ScrollDown	ve hacia abajo	o o o
Wikipedia	ScrollDown	desplaza hacia abajo	o o o
Wikipedia	ScrollDown	mueve hacia abajo	o o o
Wikipedia	ScrollDown	desplázate hacia abajo	o o o
Wikipedia	ScrollDown	muévete hacia abajo	o o o
Wikipedia	ScrollDown	avanza página	o o
Wikipedia	ScrollUp	ve hacia arriba	o o o
Wikipedia	ScrollUp	desplaza hacia arriba	o o o
Wikipedia	ScrollUp	mueve hacia arriba	o o o
Wikipedia	ScrollUp	desplázate hacia arriba	o o o
Wikipedia	ScrollUp	muévete hacia arriba	o o o
Wikipedia	ScrollUp	retrocede página	o o
Wikipedia	ScrollUp	retrocede la página	o o o
Wikipedia	DownloadAsPdf	baja página como pdf	o o o o
Wikipedia	DownloadAsPdf	baja página como un pdf	o o o o o
Wikipedia	DownloadAsPdf	baja esta página como pdf	o o o o o
Wikipedia	DownloadAsPdf	baja esta página como un pdf	o o o o o o
Wikipedia	DownloadAsPdf	baja esa página como pdf	o o o o o
Wikipedia	DownloadAsPdf	baja esa página como un pdf	o o o o o o
Wikipedia	DownloadAsPdf	baja article como pdf	o o o o
Wikipedia	DownloadAsPdf	baja article como un pdf	o o o o o
Wikipedia	DownloadAsPdf	baja este article como pdf	o o o o o
Wikipedia	DownloadAsPdf	baja este article como un pdf	o o o o o o
Wikipedia	DownloadAsPdf	baja ese article como pdf	o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma a alemán	o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma a polaco	o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma a francés	o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma a italiano	o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma a español	o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma a ruso	o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma a chino	o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma a ucraniano	o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma a árabe	o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma a portugués	o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de esta página a inglés	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de esta página a alemán	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de esta página a polaco	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de esta página a francés	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de esta página a italiano	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de esta página a ruso	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de esta página a chino	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de esta página a ucraniano	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de esta página a árabe	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de esta página a portugués	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de este artículo a inglés	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de este artículo a alemán	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de este artículo a polaco	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de este artículo a francés	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de este artículo a italiano	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de este artículo a español	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de este artículo a ruso	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de este artículo a chino	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de este artículo a ucraniano	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de este artículo a árabe	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	cambia el idioma de este artículo a portugués	o o o o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra esta página en inglés	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra esta página en alemán	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra esta página en polaco	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra esta página en francés	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra esta página en italiano	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra esta página en español	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra esta página en ruso	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra esta página en chino	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra esta página en ucraniano	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra esta página en árabe	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra este artículo en alemán	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra este artículo en polaco	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra este artículo en francés	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra este artículo en italiano	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra este artículo en español	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra este artículo en ruso	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra este artículo en chino	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra este artículo en ucraniano	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra este artículo en árabe	o o o o o
Wikipedia	ChangeLanguageToLanguage	muestra este artículo en portugués	o o o o o
Wikipedia	RandomPage	una página al azar	o o o o
Wikipedia	RandomPage	una página aleatoria	o o o
Wikipedia	RandomPage	un artículo al azal	o o o o
Wikipedia	RandomPage	muestra una página aleatoria	o o o o
Wikipedia	RandomPage	muestra un artículo al azal	o o o o o
Wikipedia	RandomPage	muestra un artículo aleatorio	o o o o
Wikipedia	RandomPage	muéstrame una página al azar	o o o o o
Wikipedia	RandomPage	muéstrame una página aleatoria	o o o o
Wikipedia	RandomPage	muéstrame un artículo al azal	o o o o o
Wikipedia	RandomPage	muéstrame un artículo aleatorio	o o o o
Wikipedia	RandomPage	navega por	o o
Wikipedia	RandomPage	navega por wiki	o o o
Wikipedia	RandomPage	navega por wikipedia	o o o
Wikipedia	RandomPage	navegar por	o o
Wikipedia	RandomPage	navegar por wiki	o o o
Wikipedia	GoToElementNumber	ve al primer element en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al primer item de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al primer item en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al segundo element de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al segundo element en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al segundo item de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al segundo item en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al tercer element de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al tercer element en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al tercer item de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al tercer item en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al cuarto element de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al cuarto element en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al cuarto item de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al cuarto item en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al quinto element de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al quinto element en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al quinto item de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al quinto item en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al sexto element de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al sexto element en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al sexto item de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al séptimo element de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al séptimo element en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al séptimo item de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al séptimo item en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al octavo element de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al octavo element en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al octavo item de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al octavo item en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al noveno element de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al noveno element en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al noveno item de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al noveno item en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al décimo element de contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al décimo element en contenidos	o o o o o o
Wikipedia	GoToElementNumber	ve al décimo item de contenidos	o o o o o o
