domain	intent	utterance	bio
Youtube	FindQuery	búscame vídeo adicto en youtube	o o b-query o o
Youtube	FindQuery	búscame vídeo de youtube vídeos	o o o o b-query
Youtube	FindQuery	búscame vídeo de youtube ipad	o o o o b-query
Youtube	FindQuery	búscame vídeo de youtube xbox one	o o o o b-query i-query
Youtube	FindQuery	búscame vídeo de youtube no vuelvas mas darell	o o o o b-query i-query i-query i-query
Youtube	FindQuery	encuentra hora chanante video en youtube	o b-query i-query o o o
Youtube	FindQuery	encuentra villancico video en youtube	o b-query o o o
Youtube	FindQuery	encuentra unicoos video en youtube	o b-query o o o
Youtube	FindQuery	encuentra me niego video en youtube	o b-query i-query o o o
Youtube	FindQuery	encuentra retrato adexe y nau videos en youtube	o b-query i-query i-query i-query o o o
Youtube	FindQuery	encuentra la nueva escuela omar montes videos en youtube	o b-query i-query i-query i-query i-query o o o
Youtube	FindQuery	encuentra idol bts videos en youtube	o b-query i-query o o o
Youtube	FindQuery	encuentra goles barcelona liverpool videos en youtube	o b-query i-query i-query o o o
Youtube	FindQuery	encuentra pase de micros ot 2020 videos en youtube	o b-query i-query i-query i-query i-query o o o
Youtube	FindQuery	encuentra la voz senior 2019 españa vídeo en youtube	o b-query i-query i-query i-query i-query o o o
Youtube	FindQuery	encuentra la vida secreta de los niños vídeo en youtube	o b-query i-query i-query i-query i-query i-query o o o
Youtube	FindQuery	encuentra pajaro soñador subtitulado en español vídeo en youtube	o b-query i-query i-query i-query i-query o o o
Youtube	FindQuery	encuentra fiera marina yers letra vídeo en youtube	o b-query i-query i-query i-query o o o
Youtube	FindQuery	encuentra no sere yo zetazen vídeo en youtube	o b-query i-query i-query i-query o o o
Youtube	FindQuery	encuentra lluvia vídeos en youtube	o b-query o o o
Youtube	FindQuery	encuentra si te vas con el vídeos en youtube	o b-query i-query i-query i-query i-query o o o
Youtube	FindQuery	encuentra car vídeos en youtube	o b-query o o o
Youtube	FindQuery	encuentra rosalia coachella vídeos en youtube	o b-query i-query o o o
Youtube	FindQuery	encuentra luminar vídeos en youtube	o b-query o o o
Youtube	FindQuery	encuentra el vídeo mantecado de coco en youtube	o o o b-query i-query i-query o o
Youtube	FindQuery	encuentra el vídeo cicatrices sergio contreras en youtube	o o o b-query i-query i-query o o
Youtube	FindQuery	encuentra el vídeo google en youtube	o o o b-query o o
Youtube	FindQuery	encuentra el vídeo chocolate en youtube	o o o b-query o o
Youtube	FindQuery	encuentra el vídeo darell en youtube	o o o b-query o o
Youtube	FindQuery	encuentra un video la playa mike towers en youtube	o o o b-query i-query i-query i-query o o
Youtube	FindQuery	encuentra un video coronavirus dembo en youtube	o o o b-query i-query o o
Youtube	FindQuery	encuentra un video pim pam toma lacasitos entrevista en youtube	o o o b-query i-query i-query i-query i-query o o
Youtube	FindQuery	encuentra un video maravillas de internet en youtube	o o o b-query i-query i-query o o
Youtube	FindQuery	encuentra un video hola en youtube	o o o b-query o o
Youtube	FindQuery	encuentra un vídeo señal del mapa del tesoro que hay en chiringuito chatarra en youtube	o o o b-query i-query i-query i-query i-query i-query i-query i-query i-query i-query o o
Youtube	FindQuery	encuentra un vídeo doncic en youtube	o o o b-query o o
Youtube	FindQuery	encuentra un vídeo hola soy german en youtube	o o o b-query i-query i-query o o
Youtube	FindQuery	encuentra un vídeo pizza en youtube	o o o b-query o o
Youtube	FindQuery	encuentra un vídeo yo interneto en youtube	o o o b-query i-query o o
Youtube	FindQuery	encuentra video coronao en youtube	o o b-query o o
Youtube	FindQuery	encuentra video macaco lo quiero todo en youtube	o o b-query i-query i-query i-query o o
Youtube	FindQuery	encuentra video el barrio en youtube	o o b-query i-query o o
Youtube	FindQuery	encuentra video pilotes en youtube	o o b-query o o
Youtube	FindQuery	encuentra video matematicas en youtube	o o b-query o o
Youtube	FindQuery	encuentra video de youtube bts boy with love	o o o o b-query i-query i-query i-query
Youtube	FindQuery	encuentra video de youtube pollo al horno	o o o o b-query i-query i-query
Youtube	FindQuery	encuentra video de youtube prince royce	o o o o b-query i-query
Youtube	FindQuery	encuentra video de youtube dece gt	o o o o b-query i-query
Youtube	FindQuery	encuentra video de youtube supervivientes	o o o o b-query
Youtube	FindQuery	encuentra vídeo agua en youtube	o o b-query o o
Youtube	FindQuery	encuentra vídeo vodafone yu en youtube	o o b-query i-query o o
Youtube	FindQuery	encuentra vídeo revoltosa recoletas en youtube	o o b-query i-query o o
Youtube	FindQuery	encuentra vídeo recetas faciles en youtube	o o b-query i-query o o
Youtube	FindQuery	encuentra vídeo indara en youtube	o o b-query o o
Youtube	FindQuery	encuentra vídeo de youtube photography	o o o o b-query
Youtube	FindQuery	encuentra vídeo de youtube pájaro soñador	o o o o b-query i-query
Youtube	FindQuery	encuentra vídeo de youtube dna	o o o o b-query
Youtube	FindQuery	encuentra vídeo de youtube cristina	o o o o b-query
Youtube	FindQuery	reproduce camina video en youtube	o b-query o o o
Youtube	FindQuery	reproduce feria de sevilla 2019 video en youtube	o b-query i-query i-query i-query o o o
Youtube	FindQuery	reproduce te esperare video en youtube	o b-query i-query o o o
Youtube	FindQuery	reproduce messi video en youtube	o b-query o o o
Youtube	FindQuery	reproduce milenio live videos en youtube	o b-query i-query o o o
Youtube	FindQuery	reproduce trollino videos en youtube	o b-query o o o
Youtube	FindQuery	reproduce policia nacional videos en youtube	o b-query i-query o o o
Youtube	FindQuery	reproduce music videos en youtube	o b-query o o o
Youtube	FindQuery	reproduce wapo traketero videos en youtube	o b-query i-query o o o
Youtube	FindQuery	reproduce afili ask vídeo en youtube	o b-query i-query o o o
Youtube	FindQuery	reproduce nana triste vídeo en youtube	o b-query i-query o o o
Youtube	FindQuery	reproduce masaje vídeo en youtube	o b-query o o o
Youtube	FindQuery	reproduce ramayama vídeo en youtube	o b-query o o o
Youtube	FindQuery	reproduce tarifa vídeo en youtube	o b-query o o o
Youtube	FindQuery	reproduce trukitos vídeos en youtube	o b-query o o o
Youtube	FindQuery	reproduce kimberly loaiza vídeos en youtube	o b-query i-query o o o
Youtube	FindQuery	reproduce imaginandote oe oa vídeos en youtube	o b-query i-query i-query o o o
Youtube	FindQuery	reproduce bipolar vídeos en youtube	o b-query o o o
Youtube	FindQuery	reproduce como tocar guitarra vídeos en youtube	o b-query i-query i-query o o o
Youtube	FindQuery	reproduce el video reina del brillo en youtube	o o o b-query i-query i-query o o
Youtube	FindQuery	reproduce el video reggaeton en youtube	o o o b-query o o
Youtube	FindQuery	reproduce el video soy mortal en youtube	o o o b-query i-query o o
Youtube	FindQuery	reproduce el video abi en youtube	o o o b-query o o
Youtube	FindQuery	reproduce el video musica para estudiar y concentrarse y memorizar larga duracion en youtube	o o o b-query i-query i-query i-query i-query i-query i-query i-query i-query o o
Youtube	FindQuery	reproduce el vídeo esta rico en youtube	o o o b-query i-query o o
Youtube	FindQuery	reproduce el vídeo marihuana en youtube	o o o b-query o o
Youtube	FindQuery	reproduce el vídeo frozen en youtube	o o o b-query o o
Youtube	FindQuery	reproduce el vídeo soltera en youtube	o o o b-query o o
Youtube	FindQuery	reproduce el vídeo ex en youtube	o o o b-query o o
Youtube	FindQuery	reproduce un video motos en youtube	o o o b-query o o
Youtube	FindQuery	reproduce un video enrique iglesias en youtube	o o o b-query i-query o o
Youtube	FindQuery	reproduce un video erkenci kus 48 en youtube	o o o b-query i-query i-query o o
Youtube	FindQuery	reproduce un video hola señorita en youtube	o o o b-query i-query o o
Youtube	FindQuery	reproduce un video maluma prestamo en youtube	o o o b-query i-query o o
Youtube	FindQuery	reproduce un vídeo ramon y perro viejo en youtube	o o o b-query i-query i-query i-query o o
Youtube	FindQuery	reproduce un vídeo gratis en youtube	o o o b-query o o
Youtube	FindQuery	reproduce un vídeo on tas en youtube	o o o b-query i-query o o
Youtube	FindQuery	reproduce un vídeo otro trago sech en youtube	o o o b-query i-query i-query o o
Youtube	FindQuery	reproduce un vídeo evento volcan fortnite en youtube	o o o b-query i-query i-query o o
Youtube	FindQuery	reproduce video bts persona album en youtube	o o b-query i-query i-query o o
Youtube	FindQuery	reproduce video rubius omg en youtube	o o b-query i-query o o
Youtube	FindQuery	reproduce video nil ojeda en youtube	o o b-query i-query o o
Youtube	FindQuery	reproduce video defne y omer en youtube	o o b-query i-query i-query o o
Youtube	FindQuery	reproduce video date la vuelta en youtube	o o b-query i-query i-query o o
Youtube	FindQuery	reproduce video de youtube panda	o o o o b-query
Youtube	FindQuery	reproduce video de youtube carol guedess	o o o o b-query i-query
Youtube	FindQuery	reproduce video de youtube time lapse	o o o o b-query i-query
Youtube	FindQuery	reproduce video de youtube sebastian	o o o o b-query
Youtube	FindQuery	reproduce video de youtube blessur	o o o o b-query
Youtube	FindQuery	reproduce vídeo exi en youtube	o o b-query o o
Youtube	FindQuery	reproduce vídeo la rosa de guadalupe en youtube	o o b-query i-query i-query i-query o o
Youtube	FindQuery	reproduce vídeo violeta y fabio en youtube	o o b-query i-query i-query o o
Youtube	FindQuery	reproduce vídeo otro trago en youtube	o o b-query i-query o o
Youtube	FindQuery	reproduce vídeo angry birds en youtube	o o b-query i-query o o
Youtube	FindQuery	reproduce vídeo de youtube barcelona liverpool	o o o o b-query i-query
Youtube	FindQuery	reproduce vídeo de youtube moto	o o o o b-query
Youtube	FindQuery	reproduce vídeo de youtube libros	o o o o b-query
Youtube	FindQuery	reproduce vídeo de youtube fran mg	o o o o b-query i-query
Youtube	FindQuery	encuentra gasolina en youtube	o b-query o o
Youtube	FindQuery	encuentra jugones en youtube	o b-query o o
Youtube	FindQuery	encuentra trucos en youtube	o b-query o o
Youtube	FindQuery	encuentra musica verano 2019 en youtube	o b-query i-query i-query o o
Youtube	FindQuery	encuentra el video polaroid en youtube	o o o b-query o o
Youtube	FindQuery	encuentra el video universo en youtube	o o o b-query o o
Youtube	FindQuery	encuentra el video jose mota en youtube	o o o b-query i-query o o
Youtube	FindQuery	encuentra el video audiolibros en youtube	o o o b-query o o
Youtube	FindQuery	encuentra el video pilates en youtube	o o o b-query o o
Youtube	FindQuery	reproduce erkenci kus 43 sub español en youtube	o b-query i-query i-query i-query i-query o o
Youtube	FindQuery	reproduce lil nas x old town road en youtube	o b-query i-query i-query i-query i-query i-query o o
Youtube	FindQuery	reproduce familia en youtube	o b-query o o
Youtube	FindQuery	reproduce homicide en youtube	o b-query o o
Youtube	FindQuery	reproduce staxx en youtube	o b-query o o
Youtube	ShowChannelWithName	muestra canal de youtube pewdiepie	o o o o b-channel_id
Youtube	ShowChannelWithName	muestra el canal de youtube theneedledrop	o o o o o b-channel_id
Youtube	ShowChannelWithName	muestra videos en youtube justin bieber	o o o o b-channel_id i-channel_id
Youtube	ShowChannelWithName	muestra vídeos en youtube team coco	o o o o b-channel_id i-channel_id
Youtube	ShowChannelWithName	reproduce el canal de youtube niki and gabi	o o o o o b-channel_id i-channel_id i-channel_id
Youtube	ShowChannelWithName	reproduce videos en youtube wwe	o o o o b-channel_id
Youtube	ShowChannelWithName	reproduce vídeos en youtube unbox therapy	o o o o b-channel_id i-channel_id
Youtube	ShowChannelWithName	reproduce canal gordon ramsay en youtube	o o b-channel_id i-channel_id o o
Youtube	ShowChannelWithName	muéstrame canal de youtube pewdiepie	o o o o b-channel_id
Youtube	ShowChannelWithName	muéstrame el canal de youtube theneedledrop	o o o o o b-channel_id
Youtube	ShowChannelWithName	muéstrame videos en youtube justin bieber	o o o o b-channel_id i-channel_id
Youtube	ShowChannelWithName	muéstrame vídeos en youtube team coco	o o o o b-channel_id i-channel_id
Youtube	ShowChannelWithName	muéstrame canal cineamasin en youtube	o o b-channel_id o o
Youtube	ShowChannelWithCategory	muestra canales de categoría noticias y política en youtube	o o o o b-category i-category i-category o o
Youtube	ShowChannelWithCategory	muestra canales de youtube de categoría cocina y salud	o o o o o o b-category i-category i-category
Youtube	ShowChannelWithCategory	muestra tecnologías canales de youtube	o b-category o o o
Youtube	ShowChannelWithCategory	muestra deportes canales en youtube	o b-category o o o
Youtube	ShowChannelWithCategory	muestra canales de youtube belleza y moda	o o o o b-category i-category i-category
Youtube	ShowChannelWithCategory	reproduce canales de youtube de categoría música	o o o o o o b-category
Youtube	ShowChannelWithCategory	reproduce noticias y política canales de youtube	o b-category i-category i-category o o o
Youtube	ShowChannelWithCategory	reproduce cocina y salud canales en youtube	o b-category i-category i-category o o o
Youtube	ShowChannelWithCategory	reproduce canales de youtube tecnologías	o o o o b-category
Youtube	ShowChannelWithCategory	reproduce canales en youtube deportes	o o o o b-category
Youtube	ShowChannelWithCategory	muéstrame canales de categoría belleza y moda en youtube	o o o o b-category i-category i-category o o
Youtube	ShowChannelWithCategory	muéstrame canales de youtube de categoría gaming	o o o o o o b-category
Youtube	ShowChannelWithCategory	muéstrame comedía canales de youtube	o b-category o o o
Youtube	ShowChannelWithCategory	muéstrame música canales en youtube	o b-category o o o
Youtube	ShowChannelWithCategory	muéstrame canales en youtube cocina y salud	o o o o b-category i-category i-category
Youtube	ShowSubscribedChannels	muestra canales a que me he suscrito en youtube	o o o o o o o o o
Youtube	ShowSubscribedChannels	muéstrame canales a que me he suscrito en youtube	o o o o o o o o o
Youtube	ShowFollowing	muestra canales que sigo en youtube	o o o o o o
Youtube	ShowFollowing	muestra canales de youtube que sigo	o o o o o o
Youtube	ShowFollowing	muéstrame canales que sigo en youtube	o o o o o o
Youtube	FindChannelWithQuery	busca canales que coinciden con busca la señal del mapa del tesoro que hay en chiringuito chatarra en youtube	o o o o o b-query i-query i-query i-query i-query i-query i-query i-query i-query i-query i-query i-query o o
Youtube	FindChannelWithQuery	busca canal de youtube arde notre dame	o o o o b-query i-query i-query
Youtube	FindChannelWithQuery	encuentra canales bts en youtube	o o b-query o o
Youtube	FindChannelWithQuery	encuentra canales que coinciden con romeo santos utopia 2019 en youtube	o o o o o b-query i-query i-query i-query o o
Youtube	FindChannelWithQuery	encuentra canal de youtube conejita	o o o o b-query
Youtube	FindChannelWithQuery	búscame canales aullando en youtube	o o b-query o o
Youtube	FindChannelWithQuery	búscame canales que coinciden con town en youtube	o o o o o b-query o o
Youtube	FindChannelWithQuery	búscame canal de youtube bts dna	o o o o b-query i-query
Youtube	FindQueryOnChannel	muestra un vídeo de dandmt	o o o o b-channel_id
Youtube	FindQueryOnChannel	muestra un vídeo de niki and gabi que coinciden con mala santa en youtube	o o o o b-channel_id i-channel_id i-channel_id o o o b-query i-query o o
Youtube	FindQueryOnChannel	muestra un vídeo publicados por wwe	o o o o o b-channel_id
Youtube	FindQueryOnChannel	muestra un vídeo publicados por unbox therapy que coinciden con dream glow bts en youtube	o o o o o b-channel_id i-channel_id o o o b-query i-query i-query o o
Youtube	FindQueryOnChannel	muestra un video de pewdiepie que coinciden con programas electorales 2019 en youtube	o o o o b-channel_id o o o b-query i-query i-query o o
Youtube	FindQueryOnChannel	muestra un video publicados por theneedledrop	o o o o o b-channel_id
Youtube	FindQueryOnChannel	muestra un video publicados por justin bieber que coinciden con bejo en youtube	o o o o o b-channel_id i-channel_id o o o b-query o o
Youtube	FindQueryOnChannel	muestra un videos de team coco	o o o o b-channel_id i-channel_id
Youtube	FindQueryOnChannel	muestra un videos de cineamasin que coinciden con wismichu en youtube	o o o o b-channel_id o o o b-query o o
Youtube	FindQueryOnChannel	muestra un videos publicados por dandmt	o o o o o b-channel_id
Youtube	FindQueryOnChannel	muestra un videos publicados por niki and gabi que coinciden con una foto tuya maki en youtube	o o o o o b-channel_id i-channel_id i-channel_id o o o b-query i-query i-query i-query o o
Youtube	FindQueryOnChannel	muestra un vídeos de wwe	o o o o b-channel_id
Youtube	FindQueryOnChannel	muestra un vídeos publicados por pewdiepie que coinciden con kidd keo en youtube	o o o o o b-channel_id o o o b-query i-query o o
Youtube	FindQueryOnChannel	muestra un vídeos de unbox therapy que coinciden con juego de tronos 8x05 en youtube	o o o o b-channel_id i-channel_id o o o b-query i-query i-query i-query o o
Youtube	FindQueryOnChannel	muestra un vídeos publicados por gordon ramsay	o o o o o b-channel_id i-channel_id
Youtube	FindQueryOnChannel	muéstrame un vídeo de justin bieber que coinciden con nueva escuela en youtube	o o o o b-channel_id i-channel_id o o o b-query i-query o o
Youtube	FindQueryOnChannel	muéstrame un vídeo publicados por team coco	o o o o o b-channel_id i-channel_id
Youtube	FindQueryOnChannel	muéstrame un vídeo publicados por cineamasin que coinciden con el azogue marea en youtube	o o o o o b-channel_id o o o b-query i-query i-query o o
Youtube	FindQueryOnChannel	muéstrame un video de dandmt	o o o o b-channel_id
Youtube	FindQueryOnChannel	muéstrame un video de niki and gabi que coinciden con beret en youtube	o o o o b-channel_id i-channel_id i-channel_id o o o b-query o o
Youtube	FindQueryOnChannel	muéstrame un video publicados por wwe	o o o o o b-channel_id
Youtube	FindQueryOnChannel	muéstrame un video publicados por unbox therapy que coinciden con lego en youtube	o o o o o b-channel_id i-channel_id o o o b-query o o
Youtube	FindQueryOnChannel	muéstrame un videos de gordon ramsay	o o o o b-channel_id i-channel_id
Youtube	FindQueryOnChannel	muéstrame un videos de pewdiepie que coinciden con efecto pasillo en youtube	o o o o b-channel_id o o o b-query i-query o o
Youtube	FindQueryOnChannel	muéstrame un videos publicados por theneedledrop	o o o o o b-channel_id
Youtube	FindQueryOnChannel	muéstrame un videos publicados por justin bieber que coinciden con frank cuesta en youtube	o o o o o b-channel_id i-channel_id o o o b-query i-query o o
Youtube	FindQueryOnChannel	muéstrame un vídeos de team coco	o o o o b-channel_id i-channel_id
Youtube	FindQueryOnChannel	muéstrame un vídeos de cineamasin que coinciden con boom en youtube	o o o o b-channel_id o o o b-query o o
Youtube	FindQueryOnChannel	muéstrame un vídeos publicados por dandmt	o o o o o b-channel_id
Youtube	FindQueryOnChannel	muéstrame un vídeos publicados por niki and gabi que coinciden con bts heartbeat en youtube	o o o o o b-channel_id i-channel_id i-channel_id o o o b-query i-query o o
Youtube	NotifyOnNewFromFollowing	notifícame cuando aparezca un nuevo vídeo en canales que sigo	o o o o o o o o o o
Youtube	NotifyOnNewFromFollowing	notifícame cuando aparezca un nuevo video en canales que sigo	o o o o o o o o o o
Youtube	NotifyonNewOnChannel	notifícame cuando aparezca un nuevo vídeo en el canal wwe	o o o o o o o o o b-channel_id
