domain	intent	utterance	bio
Youtube	FindQuery	look for heavy metal 2017 top hits video on youtube	o o b-query i-query i-query i-query i-query o o o
Youtube	FindQuery	look for katy perry videos on youtube	o o b-query i-query o o o
Youtube	FindQuery	look for best on demand hot water heaters videos on youtube	o o b-query i-query i-query i-query i-query i-query o o o
Youtube	FindQuery	look for a video matching last music on youtube	o o o o o b-query i-query o o
Youtube	FindQuery	look for a video matching white noise lullaby mp3 on youtube	o o o o o b-query i-query i-query i-query o o
Youtube	FindQuery	look for a video matching conjoined twins life on youtube	o o o o o b-query i-query i-query o o
Youtube	FindQuery	look for youtube video sugar free cookie recipes	o o o o b-query i-query i-query i-query
Youtube	FindQuery	look for youtube video kesha	o o o o b-query
Youtube	FindQuery	look for youtube video best new country music 2017	o o o o b-query i-query i-query i-query i-query
Youtube	FindQuery	play sounds of the ocean on youtube	o b-query i-query i-query i-query o o
Youtube	FindQuery	play recommended tv shows on youtube	o b-query i-query i-query o o
Youtube	FindQuery	play avril lavigne radio on youtube	o b-query i-query i-query o o
Youtube	FindQuery	play oscars 2020 video on youtube	o b-query i-query o o o
Youtube	FindQuery	play stuck in u bend video on youtube	o b-query i-query i-query i-query o o o
Youtube	FindQuery	play h3h3 podcast video on youtube	o b-query i-query o o o
Youtube	FindQuery	play relaxing music to sleep video on youtube	o b-query i-query i-query i-query o o o
Youtube	FindQuery	play big four tournament video on youtube	o b-query i-query i-query o o o
Youtube	FindQuery	play fuerza regida videos on youtube	o b-query i-query o o o
Youtube	FindQuery	play song with praying in the lyrics videos on youtube	o b-query i-query i-query i-query i-query i-query o o o
Youtube	FindQuery	play chocolate scone recipes videos on youtube	o b-query i-query i-query o o o
Youtube	FindQuery	play a video matching alternative instrumental on youtube	o o o o b-query i-query o o
Youtube	FindQuery	play a video matching discover weekly on youtube	o o o o b-query i-query o o
Youtube	FindQuery	play a video matching rotator cuff injury care on youtube	o o o o b-query i-query i-query i-query o o
Youtube	FindQuery	play youtube video eminem	o o o b-query
Youtube	FindQuery	play youtube video classical playlist	o o o b-query i-query
Youtube	FindQuery	play youtube video how to fancy paper airplanes	o o o b-query i-query i-query i-query i-query
Youtube	FindQuery	search for california whale watching place on youtube	o o b-query i-query i-query i-query o o
Youtube	FindQuery	search for mickey mouse clubhouse full episodes on youtube	o o b-query i-query i-query i-query i-query o o
Youtube	FindQuery	search for vegan on youtube	o o b-query o o
Youtube	FindQuery	search for versace on the floor video on youtube	o o b-query i-query i-query i-query o o o
Youtube	FindQuery	search for tory lanez video on youtube	o o b-query i-query o o o
Youtube	FindQuery	search for stretch routine relaxing video on youtube	o o b-query i-query i-query o o o
Youtube	FindQuery	search for quick stretch breaststroke knee video on youtube	o o b-query i-query i-query i-query o o o
Youtube	FindQuery	search for dr pimple popper video on youtube	o o b-query i-query i-query o o o
Youtube	FindQuery	search for dodge ram oil change video on youtube	o o b-query i-query i-query i-query o o o
Youtube	FindQuery	search for tour of london videos on youtube	o o b-query i-query i-query o o o
Youtube	FindQuery	search for 90's playlist videos on youtube	o o b-query i-query o o o
Youtube	FindQuery	search for conjoined twins dating videos on youtube	o o b-query i-query i-query o o o
Youtube	FindQuery	search for a video matching kevin gates on youtube	o o o o o b-query i-query o o
Youtube	FindQuery	search for a video matching the weekend on youtube	o o o o o b-query i-query o o
Youtube	FindQuery	search for a video matching chernobyl on youtube	o o o o o b-query o o
Youtube	FindQuery	search for youtube video chad daniels	o o o o b-query i-query
Youtube	FindQuery	search for youtube video relaxing music	o o o o b-query i-query
Youtube	ShowChannelWithName	show youtube videos in theneedledrop	o o o o b-channel_id
Youtube	ShowChannelWithName	show channel justin bieber in youtube	o o b-channel_id i-channel_id o o
Youtube	ShowChannelWithName	play youtube channel team coco	o o o b-channel_id i-channel_id
Youtube	ShowChannelWithName	play youtube videos in cineamasin	o o o o b-channel_id
Youtube	ShowChannelWithName	play channel dandmt in youtube	o o b-channel_id o o
Youtube	ShowChannelWithCategory	show channels in category news and politics on youtube	o o o o b-category i-category i-category o o
Youtube	ShowChannelWithCategory	show youtube channels with category cooking and health	o o o o o b-category i-category i-category
Youtube	ShowChannelWithCategory	show tech youtube channels	o b-category o o
Youtube	ShowChannelWithCategory	show sports channels in youtube	o b-category o o o
Youtube	ShowChannelWithCategory	show youtube 's beauty and fashion channels	o o o b-category i-category i-category o
Youtube	ShowChannelWithCategory	play channels in category gaming on youtube	o o o o b-category o o
Youtube	ShowChannelWithCategory	play youtube channels with category comedy	o o o o o b-category
Youtube	ShowChannelWithCategory	play music youtube channels	o b-category o o
Youtube	ShowChannelWithCategory	play news and politics channels in youtube	o b-category i-category i-category o o o
Youtube	ShowChannelWithCategory	play youtube 's cooking and health channels	o o o b-category i-category i-category o
Youtube	ShowChannelWithCategory	display channels in category tech on youtube	o o o o b-category o o
Youtube	ShowChannelWithCategory	display youtube channels with category sports	o o o o o b-category
Youtube	ShowChannelWithCategory	display beauty and fashion youtube channels	o b-category i-category i-category o o
Youtube	ShowChannelWithCategory	display gaming channels in youtube	o b-category o o o
Youtube	ShowSubscribedChannels	show channels I am subscribed to on youtube	o o o o o o o o
Youtube	ShowSubscribedChannels	show me channels I am subscribed to on youtube	o o o o o o o o o
Youtube	ShowFollowing	show channels I follow on youtube	o o o o o o
Youtube	ShowFollowing	show youtube channels i follow	o o o o o
Youtube	ShowFollowing	show me channels I follow on youtube	o o o o o o o
Youtube	FindChannelWithQuery	find besr football videos channels on youtube	o b-query i-query i-query o o o
Youtube	FindChannelWithQuery	find stranger things channels on youtube	o b-query i-query o o o
Youtube	FindChannelWithQuery	find mk11 channels on youtube	o b-query o o o
Youtube	FindChannelWithQuery	find facts about conjoined twins. channels on youtube	o b-query i-query i-query i-query o o o
Youtube	FindChannelWithQuery	find channels matching how to fold a paper airplane on youtube	o o o b-query i-query i-query i-query i-query i-query o o
Youtube	FindChannelWithQuery	find channels matching coronavirus on youtube	o o o b-query o o
Youtube	FindChannelWithQuery	find channels matching envy me on youtube	o o o b-query i-query o o
Youtube	FindChannelWithQuery	find channels matching best camera flash for iphone 6s on youtube	o o o b-query i-query i-query i-query i-query i-query o o
Youtube	FindChannelWithQuery	find youtube channel clutch	o o o b-query
Youtube	FindChannelWithQuery	find youtube channel best diets	o o o b-query i-query
Youtube	FindChannelWithQuery	find youtube channel conjoined twins living	o o o b-query i-query i-query
Youtube	FindChannelWithQuery	find youtube channel elvis presley	o o o b-query i-query
Youtube	FindChannelWithQuery	look for paper airplane channels on youtube	o o b-query i-query o o o
Youtube	FindChannelWithQuery	look for top songs of 2017 channels on youtube	o o b-query i-query i-query i-query o o o
Youtube	FindChannelWithQuery	look for life cycle of conjoined twins channels on youtube	o o b-query i-query i-query i-query i-query o o o
Youtube	FindChannelWithQuery	look for channels matching popular opinion of ovechkin on youtube	o o o o b-query i-query i-query i-query o o
Youtube	FindChannelWithQuery	look for channels matching how to videos for kids on youtube	o o o o b-query i-query i-query i-query i-query o o
Youtube	FindChannelWithQuery	look for channels matching turbo on youtube	o o o o b-query o o
Youtube	FindChannelWithQuery	look for channels matching reggae latest on youtube	o o o o b-query i-query o o
Youtube	FindChannelWithQuery	look for youtube channel kareena's  hairstyle	o o o o b-query i-query i-query
Youtube	FindChannelWithQuery	look for youtube channel nandootan	o o o o b-query
Youtube	FindChannelWithQuery	look for youtube channel fitness program to customize	o o o o b-query i-query i-query i-query
Youtube	FindChannelWithQuery	look for youtube channel hair tutorial	o o o o b-query i-query
Youtube	FindChannelWithQuery	search for new alternative music channels on youtube	o o b-query i-query i-query o o o
Youtube	FindChannelWithQuery	search for top 10 best shows 2017 channels on youtube	o o b-query i-query i-query i-query i-query o o o
Youtube	FindChannelWithQuery	search for lives of conjoined twins channels on youtube	o o b-query i-query i-query i-query o o o
Youtube	FindChannelWithQuery	search for remove item from toilet diy channels on youtube	o o b-query i-query i-query i-query i-query o o o
Youtube	FindChannelWithQuery	search for channels matching migos on youtube	o o o o b-query o o
Youtube	FindChannelWithQuery	search for channels matching j cole work out on youtube	o o o o b-query i-query i-query i-query o o
Youtube	FindChannelWithQuery	search for channels matching jumanji trailer 2017 on youtube	o o o o b-query i-query i-query o o
Youtube	FindChannelWithQuery	search for channels matching global news biases on youtube	o o o o b-query i-query i-query o o
Youtube	FindChannelWithQuery	search for youtube channel kids paper airplane	o o o o b-query i-query i-query
Youtube	FindChannelWithQuery	search for youtube channel halsey	o o o o b-query
Youtube	FindChannelWithQuery	search for youtube channel pop workout music	o o o o b-query i-query i-query
Youtube	FindQueryOnChannel	show a video from wwe matching furnace repair on youtube	o o o o b-channel_id o b-query i-query o o
Youtube	FindQueryOnChannel	show a video from unbox therapy matching trending video of singer on youtube	o o o o b-channel_id i-channel_id o b-query i-query i-query i-query o o
Youtube	FindQueryOnChannel	show a video from gordon ramsay matching karaoke on youtube	o o o o b-channel_id i-channel_id o b-query o o
Youtube	FindQueryOnChannel	show a video published by pewdiepie matching 6 music recommends on youtube	o o o o o b-channel_id o b-query i-query i-query o o
Youtube	FindQueryOnChannel	show a video published by theneedledrop matching creative vegan receipe ideas on youtube	o o o o o b-channel_id o b-query i-query i-query i-query o o
Youtube	FindQueryOnChannel	show a video published by justin bieber matching love sosa on youtube	o o o o o b-channel_id i-channel_id o b-query i-query o o
Youtube	FindQueryOnChannel	show a video published by team coco matching basketball latest videos lakers on youtube	o o o o o b-channel_id i-channel_id o b-query i-query i-query i-query o o
Youtube	FindQueryOnChannel	show a videos from cineamasin matching pearl jam top hits on youtube	o o o o b-channel_id o b-query i-query i-query i-query o o
Youtube	FindQueryOnChannel	show a videos from dandmt matching joey freiends saying why god why on youtube	o o o o b-channel_id o b-query i-query i-query i-query i-query i-query o o
Youtube	FindQueryOnChannel	show a videos from niki and gabi matching young scooter on youtube	o o o o b-channel_id i-channel_id i-channel_id o b-query i-query o o
Youtube	FindQueryOnChannel	show a videos from wwe matching keyboard hack for old computers on youtube	o o o o b-channel_id o b-query i-query i-query i-query i-query o o
Youtube	FindQueryOnChannel	show a videos published by unbox therapy matching youtube videos on youtube	o o o o o b-channel_id i-channel_id o b-query i-query o o
Youtube	FindQueryOnChannel	show a videos published by gordon ramsay matching basketball on youtube	o o o o o b-channel_id i-channel_id o b-query o o
Youtube	FindQueryOnChannel	show a videos published by pewdiepie matching lil wayne on youtube	o o o o o b-channel_id o b-query i-query o o
Youtube	FindQueryOnChannel	show a videos published by theneedledrop matching harry potter on youtube	o o o o o b-channel_id o b-query i-query o o
Youtube	FindQueryOnChannel	show me a video from justin bieber matching lorde on youtube	o o o o o b-channel_id i-channel_id o b-query o o
Youtube	FindQueryOnChannel	show me a video from team coco matching polo g on youtube	o o o o o b-channel_id i-channel_id o b-query i-query o o
Youtube	FindQueryOnChannel	show me a video from dandmt matching polina semionova dance routines on youtube	o o o o o b-channel_id o b-query i-query i-query i-query o o
Youtube	FindQueryOnChannel	show me a video published by niki and gabi matching hiit workout on youtube	o o o o o o b-channel_id i-channel_id i-channel_id o b-query i-query o o
Youtube	FindQueryOnChannel	show me a video published by wwe matching kahoot on youtube	o o o o o o b-channel_id o b-query o o
Youtube	FindQueryOnChannel	show me a video published by unbox therapy matching 2017 top song hits on youtube	o o o o o o b-channel_id i-channel_id o b-query i-query i-query i-query o o
Youtube	FindQueryOnChannel	show me a video published by gordon ramsay matching stoner rock song list on youtube	o o o o o o b-channel_id i-channel_id o b-query i-query i-query i-query o o
Youtube	FindQueryOnChannel	show me a videos from pewdiepie matching diy fixing on youtube	o o o o o b-channel_id o b-query i-query o o
Youtube	FindQueryOnChannel	show me a videos from theneedledrop matching how to cut miter joints on youtube	o o o o o b-channel_id o b-query i-query i-query i-query i-query o o
Youtube	FindQueryOnChannel	show me a videos from justin bieber matching temple run review on youtube	o o o o o b-channel_id i-channel_id o b-query i-query i-query o o
Youtube	FindQueryOnChannel	show me a videos from team coco matching life as conjoined twins on youtube	o o o o o b-channel_id i-channel_id o b-query i-query i-query i-query o o
Youtube	FindQueryOnChannel	show me a videos published by cineamasin matching james charles on youtube	o o o o o o b-channel_id o b-query i-query o o
Youtube	FindQueryOnChannel	show me a videos published by dandmt matching the piano guys christmas videos on youtube	o o o o o o b-channel_id o b-query i-query i-query i-query i-query o o
Youtube	FindQueryOnChannel	show me a videos published by niki and gabi matching joker on youtube	o o o o o o b-channel_id i-channel_id i-channel_id o b-query o o
Youtube	NotifyOnNewFromFollowing	notify me when there is a new video from youtube channels I follow	o o o o o o o o o o o o o
Youtube	NotifyonNewOnChannel	notify me when there is a new video from youtube channel unbox therapy	o o o o o o o o o o o b-channel_id i-channel_id
Youtube	NotifyonNewOnChannel	notify me when gordon ramsay uploads a video on youtube	o o o b-channel_id i-channel_id o o o o o
Youtube	NotifyonNewOnChannel	notify me when pewdiepie posts a new youtube video	o o o b-channel_id o o o o o
