domain	intent	utterance	bio
Translate	TranslateTextToLanguage	the translation of that's too expensive into german	o o o b-text i-text i-text o b-trg_lang
Translate	TranslateTextToLanguage	the translation of red to spanish	o o o b-text o b-trg_lang
Translate	TranslateTextToLanguage	translate to thai i've been injured	o o b-trg_lang b-text i-text i-text
Translate	TranslateTextToLanguage	white in czech	b-text o b-trg_lang
Translate	TranslateTextToLanguage	can i have a bag translated to finish	b-text i-text i-text i-text i-text o o b-trg_lang
Translate	TranslateTextToLanguage	i need toothpaste translated into polish	b-text i-text i-text o o b-trg_lang
Translate	TranslateTextToLanguage	how do i say excuse me waiter in german	o o o o b-text i-text i-text o b-trg_lang
Translate	TranslateTextToLanguage	how do i translate can you change money for me in spanish	o o o o b-text i-text i-text i-text i-text i-text o b-trg_lang
Translate	TranslateTextToLanguage	how do you translate where is the toilet in czech	o o o o b-text i-text i-text i-text o b-trg_lang
Translate	TranslateTextToLanguage	say in finish is breakfast included	o o b-trg_lang b-text i-text i-text
Translate	TranslateTextFromLanguageToLanguage	translate i need an english-language newspaper from english to polish	o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate hi how are you from english to german	o b-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate noodles from english to spanish	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate brown from english to french	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate right to polish from english	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate rice to german from english	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate november to spanish from english	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate it's an emergency to italian from english	o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate another round please to french from english	o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate w dzień świąteczny from polish to english	o b-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate zamek from polish to german	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate nocą from polish to italian	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate tanio from polish to french	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate proszę rachunek to english from polish	o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate czy jest specjalność lokalu to german from polish	o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate przesiadka to spanish from polish	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate dwa to italian from polish	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate ograniczenie prędkości to french from polish	o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate rot from german to english	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate können sie mir ein anderes hotel empfehlen from german to polish	o b-text i-text i-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate zahlen bitte from german to spanish	o b-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate zweihundert from german to french	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate abends to english from german	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate eine englischsprachige zeitung to polish from german	o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate salz to spanish from german	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate sonntag to italian from german	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate ich esse nur koscher to french from german	o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate diecinueve from spanish to polish	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate esto es una emergencia from spanish to german	o b-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate alguien aquí habla el inglés from spanish to english	o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate helicóptero from spanish to french	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate mil millones to polish from spanish	o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate jueves to german from spanish	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate martes to english from spanish	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate a las dos de la mañana to italian from spanish	o b-text i-text i-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate sal to french from spanish	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate l'acqua from italian to polish	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate grazie from italian to german	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate ho bisogno di dentifricio from italian to spanish	o b-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate piacere di conoscerla from italian to english	o b-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate mercoledì to polish from italian	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate pane to german from italian	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate pomeriggio to spanish from italian	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate voglio parlare con un avvocato to english from italian	o b-text i-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate un milione to french from italian	o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate quotidien from french to polish	o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate est-ce qu'il y a quelqu'un ici qui parle anglais from french to german	o b-text i-text i-text i-text i-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate j'ai besoin d'un rasoir from french to spanish	o b-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate j'appelle la police from french to english	o b-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translate treize heures to polish from french	o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate dans l'après-midi to german from french	o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate merci to spanish from french	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate l'après-midi to italian from french	o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translate j'ai besoin d'un dictionnaire français-anglais to english from french	o b-text i-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of where is airport from english to polish	o o b-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of good day from english to german	o o b-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of can you suggest another hotel from english to spanish	o o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of with pleasure from english to italian	o o b-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of coffee from english to french	o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of where are you taking me to german from english	o o b-text i-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of i'll call the police to spanish from english	o o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of red wine to italian from english	o o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of one more please to french from english	o o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of poproszę butelkę piwa from polish to english	o o b-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of taksówka from polish to german	o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of ulica jednokierunkowa from polish to spanish	o o b-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of nie jestem zainteresowany from polish to italian	o o b-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of czerwiec from polish to french	o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of pomarańczowy to english from polish	o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of kareta to german from polish	o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of sobota to spanish from polish	o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of stop to italian from polish	o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of ich brauche deine hilfe from german to english	o o b-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of darf ich das zimmer erstmal sehen from german to polish	o o b-text i-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of rechts from german to spanish	o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of kneipen from german to italian	o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of kann ich dein handy benutzen from german to french	o o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of bitte schön to english from german	o o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of später to polish from german	o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of schließfächer to spanish from german	o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of bringen sie mich bitte dahin to italian from german	o o b-text i-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of ich möchte auschecken to french from german	o o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of noche from spanish to polish	o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of estoy bajo arresto from spanish to german	o o b-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of barato from spanish to english	o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of necesito sellos de correos from spanish to italian	o o b-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of el jamón from spanish to french	o o b-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of quiero alquilar un coche to polish from spanish	o o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of no entiendo to german from spanish	o o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of marzo to english from spanish	o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of gasolina to italian from spanish	o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of llamaré la policía to french from spanish	o o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of dove sono i gabinetti from italian to polish	o o b-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of l'acqua frizzante from italian to german	o o b-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of ottanta from italian to spanish	o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of arrivederci from italian to english	o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of buon pomeriggio from italian to french	o o b-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of c'è il servizio al tavolo to polish from italian	o o b-text i-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of mangio solamente cibo kosher to spanish from italian	o o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of quanto costa questo to english from italian	o o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of strada to french from italian	o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of taxi from french to polish	o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of or pas cher from french to german	o o b-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of mensuel from french to spanish	o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of qu'est-ce que vous avez à la pression from french to italian	o o b-text i-text i-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of j'ai besoin d'une brosse à dents from french to english	o o b-text i-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	translation of aidez-moi s'il vous plaît to polish from french	o o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of hier to german from french	o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of j'ai besoin de savon to spanish from french	o o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of coca to italian from french	o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	translation of cinq to english from french	o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of i'm not interested from english to polish	o o o b-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of i'm lost from english to german	o o o b-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of cheese from english to spanish	o o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of the day after tomorrow from english to italian	o o o b-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of i need batteries from english to french	o o o b-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of i need sunblock lotion to polish from english	o o o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of please clear the plates to german from english	o o o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of thank you to spanish from english	o o o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of a beer please to italian from english	o o o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of ham to french from english	o o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of listopad from polish to english	o o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of potok from polish to german	o o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of proszę from polish to spanish	o o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of kolacja from polish to italian	o o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of gdzie jest szafka na klucz from polish to french	o o o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of jeszcze raz proszę to english from polish	o o o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of szynkę to german from polish	o o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of drugie śniadanie to spanish from polish	o o o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of wczoraj to italian from polish	o o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of sie wollen mich abzocken from german to english	o o o b-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of hotels from german to polish	o o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of siebzehn from german to spanish	o o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of eine postkarte from german to italian	o o o b-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of gibt es hier jemanden der englisch spricht from german to french	o o o b-text i-text i-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of hilfe to english from german	o o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of das war ein missverständnis to polish from german	o o o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of wie heißt du to spanish from german	o o o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of dreißig to italian from german	o o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of morgen to french from german	o o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of no como carne de vaca from spanish to polish	o o o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of necesito pasta dentífrico from spanish to german	o o o b-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of dorado from spanish to english	o o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of cuarenta from spanish to french	o o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of café to polish from spanish	o o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of las frutas to german from spanish	o o o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of adónde me llevas to english from spanish	o o o b-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of tiene algo para declarar to italian from spanish	o o o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of aerolínea to french from spanish	o o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of sinistra from italian to polish	o o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of non mangio il maiale from italian to german	o o o b-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of mentre from italian to spanish	o o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of mi lasci in pace from italian to english	o o o b-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of the tea from italian to french	o o o b-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of posso semplicemente pagare una multa adesso to polish from italian	o o o b-text i-text i-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of notte to german from italian	o o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of va bene lo prendo to spanish from italian	o o o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of mi dispiace to english from italian	o o o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of avete qualcosa da stuzzicare to french from italian	o o o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of j'ai besoin de shampooing from french to polish	o o o b-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of j'ai besoin de crème solaire from french to spanish	o o o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of huitante from french to italian	o o o b-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of avez-vous ceci dans ma taille from french to english	o o o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of j'ai besoin d'un stylo to polish from french	o o o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of j'ai besoin d'un analgésique to german from french	o o o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of police to spanish from french	o o o b-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of au feu to italian from french	o o o b-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguage	the translation of j'ai perdu mon portefeuille to english from french	o o o b-text i-text i-text i-text o b-trg_lang o b-src_lang
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate wednesday from english to polish with yandex	o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate i need shampoo from english to german with google	o b-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate i don't eat pork from english to spanish with microsoft	o b-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate do you ship overseas from english to italian with deepl	o b-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate tomorrow morning to polish from english with google	o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate can i use your phone to german from english with microsoft	o b-text i-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate i need a doctor to spanish from english with deepl	o b-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate stop thief to italian from english with yandex	o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate do you have any rooms available to french from english with google	o b-text i-text i-text i-text i-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate pięć from polish to english with microsoft	o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate październik from polish to german with deepl	o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate prosto from polish to spanish with yandex	o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate skręć w lewo from polish to italian with google	o b-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate chleb from polish to french with microsoft	o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate rzeka to german from polish with yandex	o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate żółty to spanish from polish with google	o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate łódź to italian from polish with microsoft	o b-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate jestem ranny to french from polish with deepl	o b-text i-text o b-trg_lang o b-src_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate braun from german to english with yandex	o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate ich brauche einen arzt from german to polish with google	o b-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate geradeaus from german to spanish with microsoft	o b-text o b-src_lang o b-trg_lang o b-translator
Translate	TranslateTextFromLanguageToLanguageWithEngine	translate kann ich eine tüte haben from german to italian with deepl	o b-text i-text i-text i-text i-text o b-src_lang o b-trg_lang o b-translator
