domain	intent	utterance	bio
Websearch	SearchTextOnEngine	strony www w których znajdę lock and key w duckduckgo	o o o o o b-txt_query i-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	strony www w których znajdę stan wyjątkowy w polsce na bing	o o o o o b-txt_query i-txt_query i-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	strony www w których znajdę yutube na google	o o o o o b-txt_query o o
Websearch	SearchTextOnEngine	strony www w których odnajdę tatuaż w bing	o o o o o b-txt_query o o
Websearch	SearchTextOnEngine	strony www w których odnajdę bz w google	o o o o o b-txt_query o o
Websearch	SearchTextOnEngine	strony www w których odnajdę mapa koronawirusa w duckduckgo	o o o o o b-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	strony www w których odnajdę gazetka rossmann na bing	o o o o o b-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	strony www w których odnajdę call of duty modern warfare na google	o o o o o b-txt_query i-txt_query i-txt_query i-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	strony www w których odnajdę promocja rossmann 2019 na duckduckgo	o o o o o b-txt_query i-txt_query i-txt_query o o
Websearch	SearchTextOnEngine	szukaj na bing santander logowanie	o o o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	szukaj na google dhl	o o o b-txt_query
Websearch	SearchTextOnEngine	szukaj na duckduckgo opowiadanie	o o o b-txt_query
Websearch	SearchTextOnEngine	szukaj mi na bing kabina prysznicowa	o o o o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	szukaj mi na google nk	o o o o b-txt_query
Websearch	SearchTextOnEngine	szukaj mi na duckduckgo naleśniki	o o o o b-txt_query
Websearch	SearchTextOnEngine	wyszukaj na bing wp poczta	o o o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	wyszukaj na google gry online	o o o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	wyszukaj na duckduckgo praca	o o o b-txt_query
Websearch	SearchTextOnEngine	wyszukaj mi na bing telewizor	o o o o b-txt_query
Websearch	SearchTextOnEngine	wyszukaj mi na google huawei mate 30 pro	o o o o b-txt_query i-txt_query i-txt_query i-txt_query
Websearch	SearchTextOnEngine	wyszukaj mi na duckduckgo huawei p smart 2019	o o o o b-txt_query i-txt_query i-txt_query i-txt_query
Websearch	SearchTextOnEngine	znajdź na bing makeup	o o o b-txt_query
Websearch	SearchTextOnEngine	znajdź na google classroom	o o o b-txt_query
Websearch	SearchTextOnEngine	znajdź na duckduckgo home	o o o b-txt_query
Websearch	SearchTextOnEngine	znajdź mi na bing koronawirus onet	o o o o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	znajdź mi na google aplikacja lidl	o o o o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	znajdź mi na duckduckgo izrael – polska	o o o o b-txt_query i-txt_query i-txt_query
Websearch	SearchTextOnEngine	pokaż na bing camila cabello	o o o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	pokaż na google palade twitter	o o o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	pokaż na duckduckgo sport	o o o b-txt_query
Websearch	SearchTextOnEngine	pokaż mi na bing dzieciaki cudaki	o o o o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	pokaż mi na google maps google	o o o o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	pokaż mi na duckduckgo ewa gotuje	o o o o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	chcę wyszukać na bing wp. pl poczta	o o o o b-txt_query i-txt_query i-txt_query
Websearch	SearchTextOnEngine	chcę wyszukać na google wrzuta	o o o o b-txt_query
Websearch	SearchText	strony na których odnajdę kawa	o o o o b-txt_query
Websearch	SearchText	strony w których znajdę sympatia	o o o o b-txt_query
Websearch	SearchText	strony w których odnajdę tvn24	o o o o b-txt_query
Websearch	SearchText	strony internetowe na których znajdę cda filmy	o o o o o b-txt_query i-txt_query
Websearch	SearchText	strony internetowe na których odnajdę przekształcenie użytkowania wieczystego	o o o o o b-txt_query i-txt_query i-txt_query
Websearch	SearchText	strony internetowe w których znajdę gliwice	o o o o o b-txt_query
Websearch	SearchText	strony internetowe w których odnajdę ewa wachowicz	o o o o o b-txt_query i-txt_query
Websearch	SearchText	strony www na których znajdę john wick	o o o o o b-txt_query i-txt_query
Websearch	SearchText	strony www na których odnajdę chlebek bananowy	o o o o o b-txt_query i-txt_query
Websearch	SearchText	strony www w których znajdę fotka	o o o o o b-txt_query
Websearch	SearchText	strony www w których odnajdę librus synergia szkoła	o o o o o b-txt_query i-txt_query i-txt_query
Websearch	SearchText	szukaj pizzeria	o b-txt_query
Websearch	SearchText	szukaj liga mistrzów w internecie	o b-txt_query i-txt_query o o
Websearch	SearchText	szukaj mi to	o o b-txt_query
Websearch	SearchText	szukaj mi autoklaw w internecie	o o b-txt_query o o
Websearch	SearchText	wyszukaj loteria kasztelan w internecie	o b-txt_query i-txt_query o o
Websearch	SearchText	wyszukaj mi ogień i woda 5	o o b-txt_query i-txt_query i-txt_query i-txt_query
Websearch	SearchText	wyszukaj mi google chrome w internecie	o o b-txt_query i-txt_query o o
Websearch	SearchText	znajdź ad astra	o b-txt_query i-txt_query
Websearch	SearchText	znajdź tattoo w internecie	o b-txt_query o o
Websearch	SearchText	znajdź mi windows	o o b-txt_query
Websearch	SearchText	znajdź mi ikea w internecie	o o b-txt_query o o
Websearch	SearchText	pokaż ppk	o b-txt_query
Websearch	SearchText	pokaż samsung galaxy s20 w internecie	o b-txt_query i-txt_query i-txt_query o o
Websearch	SearchText	pokaż mi kebab	o o b-txt_query
Websearch	SearchText	pokaż mi włosy w internecie	o o b-txt_query o o
Websearch	SearchText	chcę wyszukać sekielski	o o b-txt_query
Websearch	SearchImagesWithTextOnEngine	obrazy księgowa w google	o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy cyfry rzymskie w duckduckgo	o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy wentylator na bing	o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy choinka na google	o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy francisco goya na duckduckgo	o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy które pasują do szafka łazienkowa w bing	o o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy które pasują do szkoła podstawowa nr 2 w google	o o o o b-img_query i-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy które pasują do dzuma w duckduckgo	o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy które pasują do rasy psow na bing	o o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy które pasują do nakaz jazdy prosto na google	o o o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy które pasują do nike air max na duckduckgo	o o o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do tapety tumblr w bing	o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do obrazy na płótnie w google	o o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do cytaty o miłości smutne w duckduckgo	o o o b-img_query i-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do dieta na bing	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do fryzura na wesele włosy do ramion na google	o o o b-img_query i-img_query i-img_query i-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy o nike air max 270 w bing	o o b-img_query i-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy o pepco gazetka w google	o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy o papuga rysunek w duckduckgo	o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy o telewizor na bing	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy o cat na google	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy o sałatka na imprezę na duckduckgo	o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki tapety na komputer w bing	o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki poczta w google	o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki kia w duckduckgo	o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki zdrowe żywienie na bing	o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki gif na google	o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki ford na duckduckgo	o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki które pasują do speed test w bing	o o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki które pasują do nails w google	o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki które pasują do pasowanie na przedszkolaka w duckduckgo	o o o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki które pasują do włosy na bing	o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki które pasują do grzybica pachwin na google	o o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki które pasują do adidas superstar na duckduckgo	o o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki pasujące do projekt łazienki w bing	o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki pasujące do klara lewandowska deutsch w google	o o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki pasujące do yamaha w duckduckgo	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki pasujące do allegro na bing	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki pasujące do bali wakacje na google	o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki pasujące do ubezpieczenia na duckduckgo	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki o kolorowanki dla dorosłych do druku w bing	o o b-img_query i-img_query i-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki o kot grafika w google	o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki o znicz w duckduckgo	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki o dziewczyna na bing	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki o tapeta na telefon na google	o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazki o wyspa kuchenna na duckduckgo	o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia kolorowanki dla dzieci w bing	o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia kreta w duckduckgo	o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia mikołaj praca plastyczna na bing	o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia zooplus na google	o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia tło na duckduckgo	o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia które pasują do pandemia w bing	o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia które pasują do krogulec w google	o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia które pasują do mercedes g klasa w duckduckgo	o o o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia które pasują do monstera na bing	o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia które pasują do volvo na google	o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia które pasują do piwo na duckduckgo	o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia pasujące do koronawirus memy w bing	o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia pasujące do bieszczady w google	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia pasujące do akita amerykańska w duckduckgo	o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia pasujące do pierwiosnek na bing	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia pasujące do praca zdalna memy na google	o o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia pasujące do jennifer lopez na duckduckgo	o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia o bakłażan w bing	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia o clouds w google	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia o puzzle w duckduckgo	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia o sansa stark na bing	o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia o karbownica na google	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	zdjęcia o brawl stars kolorowanki do druku na duckduckgo	o o b-img_query i-img_query i-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy list motywacyjny w bing	o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy kolorowanki do druku w google	o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy ptaki na bing	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy tatuaze na google	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy audi q3 na duckduckgo	o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy które pasują do cv english w bing	o o o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy które pasują do kubizm w google	o o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy które pasują do burito w duckduckgo	o o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy które pasują do sokół ptak na bing	o o o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy które pasują do keanu reeves meme na google	o o o o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy które pasują do sejm na duckduckgo	o o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy pasujące do lublin w bing	o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy pasujące do portret w google	o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy pasujące do buty nike w duckduckgo	o o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy pasujące do renault na bing	o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy pasujące do synergia librus na google	o o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy pasujące do skrzyp polny na duckduckgo	o o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy o piła miasto w bing	o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy o barcelona miasto w google	o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy o miłego poniedziałku w duckduckgo	o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy o smok na bing	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy o xbox na google	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazy o palma wielkanocna na duckduckgo	o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki pis logo w bing	o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki pokemon w google	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki yaoi w duckduckgo	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki avengers na bing	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki bez na google	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki pko na duckduckgo	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki które pasują do kalendarz sierpień 2019 w bing	o o o o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki które pasują do laptop w google	o o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki które pasują do kampinoski park narodowy w duckduckgo	o o o o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki które pasują do wózek transportowy na bing	o o o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki które pasują do samsung a50 na google	o o o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki które pasują do salma hayek 2019 na duckduckgo	o o o o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki pasujące do jaguar animal w bing	o o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki pasujące do choinka szablon w google	o o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki pasujące do słońce w duckduckgo	o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki pasujące do windows 10 wallpaper na bing	o o o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki pasujące do rysunek na google	o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki pasujące do peppa na duckduckgo	o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki o ciasta w bing	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki o wifi w google	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki o memy w duckduckgo	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki o miss polski 2019 na bing	o o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki o ekipa friza na google	o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż obrazki o zupa gulaszowa na duckduckgo	o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż zdjęcia my hero academia w bing	o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż zdjęcia zimorodek w google	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż zdjęcia monitor w duckduckgo	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż zdjęcia kaczyński na bing	o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż zdjęcia samsung a40 na google	o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż zdjęcia natalia siwiec na duckduckgo	o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż zdjęcia które pasują do obrazy w bing	o o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż zdjęcia które pasują do plan lekcji w google	o o o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż zdjęcia które pasują do wrona w duckduckgo	o o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż zdjęcia które pasują do pies na bing	o o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż zdjęcia które pasują do lgbt na google	o o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż zdjęcia które pasują do pablo picasso na duckduckgo	o o o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż zdjęcia pasujące do rolety w bing	o o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż zdjęcia pasujące do stranger things 3 w google	o o o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	pokaż zdjęcia pasujące do bob w duckduckgo	o o o o b-img_query o o
