domain	intent	utterance	bio
Weather	SunsetInLocation	powiedz mi kiedy jest zachód słońca w rijad	o o o o o o o b-location
Weather	SunsetInLocation	powiedz mi kiedy jest zachód słońca dla krakowie	o o o o o o o b-location
Weather	SunsetInLocation	chciałbym wiedzieć kiedy jest zachód słońca w stargard	o o o o o o o b-location
Weather	SunsetInLocation	chciałbym wiedzieć kiedy jest zachód słońca dla ostrzeszów	o o o o o o o b-location
Weather	SunsetInLocation	chciałabym wiedzieć kiedy jest zachód słońca w kanpur	o o o o o o o b-location
Weather	SunsetInLocation	chciałabym wiedzieć kiedy jest zachód słońca dla sandomierz	o o o o o o o b-location
Weather	SunsetInLocation	czy mógłbyś powiedzieć kiedy jest zachód słońca w rio de janeiro	o o o o o o o o b-location i-location i-location
Weather	SunsetInLocation	czy mógłbyś powiedzieć kiedy jest zachód słońca dla kazimierz dolny	o o o o o o o o b-location i-location
Weather	SunsetInLocation	czy mógłbyś mi powiedzieć kiedy jest zachód słońca w nairobi	o o o o o o o o o b-location
Weather	SunsetInLocation	czy mógłbyś mi powiedzieć kiedy jest zachód słońca dla kudowa-zdrój	o o o o o o o o o b-location
Weather	SunsetInLocation	czy mogłabyś powiedzieć kiedy jest zachód słońca w madryt	o o o o o o o o b-location
Weather	SunsetInLocation	czy mogłabyś powiedzieć kiedy jest zachód słońca dla shenyang	o o o o o o o o b-location
Weather	SunsetInLocation	czy mogłabyś mi powiedzieć kiedy jest zachód słońca w gniezno	o o o o o o o o o b-location
Weather	SunsetInLocation	czy mogłabyś mi powiedzieć kiedy jest zachód słońca dla buchara	o o o o o o o o o b-location
Weather	SunsetInLocation	czas zachodu słońca w detroit	o o o o b-location
Weather	SunsetInLocation	czas zachodu słońca dla kanton	o o o o b-location
Weather	SunsetInLocation	podaj czas zachodu słońca w szczecin	o o o o o b-location
Weather	SunsetInLocation	podaj czas zachodu słońca dla teheran	o o o o o b-location
Weather	SunsetInLocation	podaj mi czas zachodu słońca w berlinie	o o o o o o b-location
Weather	SunsetInLocation	podaj mi czas zachodu słońca dla lubeka	o o o o o o b-location
Weather	SunsetInLocation	o której jest zachodu słońca w proszowice	o o o o o o b-location
Weather	SunsetInLocation	kiedy zachodzi słońce w meksyk	o o o o b-location
Weather	SunriseAndSunsetInLocation	wschód i zachód słońca dla rangun	o o o o o b-location
Weather	SunriseAndSunsetInLocation	kiedy jest wschód i zachód słońca w tokio	o o o o o o o b-location
Weather	SunriseAndSunsetInLocation	kiedy jest wschód i zachód słońca dla petersburg	o o o o o o o b-location
Weather	SunriseAndSunsetInLocation	czas wschodu i zachodu słońca w piotrków trybunalski	o o o o o o b-location i-location
Weather	SunriseAndSunsetInLocation	czas wschodu i zachodu słońca dla wenecja	o o o o o o b-location
Weather	SunriseAndSunsetInLocation	podaj czas wschodu i zachodu słońca w kamieńsk	o o o o o o o b-location
Weather	SunriseAndSunsetInLocation	podaj czas wschodu i zachodu słońca dla nowym jorku	o o o o o o o b-location i-location
Weather	SunriseAndSunsetInLocationAndOnDate	wschód i zachód słońca dla ułan bator dla 13 stycznia	o o o o o b-location i-location o b-date i-date
Weather	SunriseAndSunsetInLocationAndOnDate	kiedy jest wschód i zachód słońca w wrocławiu dla następnej środy	o o o o o o o b-location o b-date i-date
Weather	SunriseAndSunsetInLocationAndOnDate	kiedy jest wschód i zachód słońca dla sulejów dla jutra	o o o o o o o b-location o b-date
Weather	SunriseAndSunsetInLocationAndOnDate	czas wschodu i zachodu słońca w pyrzyce dla piątku	o o o o o o b-location o b-date
Weather	SunriseAndSunsetInLocationAndOnDate	czas wschodu i zachodu słońca dla hajdarabad dla 13 stycznia	o o o o o o b-location o b-date i-date
Weather	SunriseAndSunsetInLocationAndOnDate	podaj czas wschodu i zachodu słońca w sankt petersburg dla następnej środy	o o o o o o o b-location i-location o b-date i-date
Weather	SunriseAndSunsetInLocationAndOnDate	podaj czas wschodu i zachodu słońca dla los angeles dla jutra	o o o o o o o b-location i-location o b-date
Weather	MoonphaseInLocation	faza księżyca w hongkong	o o o b-location
Weather	MoonphaseInLocationOnDate	faza księżyca w bagdad dla piątku	o o o b-location o b-date
